date,user_id,income_inr,total_spend_inr,spend_food_delivery_inr,spend_ecommerce_inr,spend_groceries_inr,spend_transport_inr,spend_entertainment_inr,spend_healthcare_inr,spend_rent_or_home_inr,spend_loan_emi_inr,spend_education_inr,spend_misc_inr,spend_upi_inr,spend_wallet_inr,spend_card_inr,spend_netbanking_inr,spend_bank_transfer_inr,spend_gpay_inr,spend_credit_card_inr,spend_debit_card_inr,cash_balance_est_inr
2025-11-24,U002,0.0,1230.39,77.54,55.77,520.66,32.98,90.34,453.1,0.0,0.0,0.0,0.0,55.77,77.54,1006.74,90.34,0.0,55.77,32.98,973.76,-175353.8
2025-11-25,U002,0.0,1217.46,36.44,199.28,295.86,56.54,178.07,387.32,0.0,0.0,0.0,63.95,377.35,387.32,36.44,416.35,0.0,0.0,0.0,36.44,-176571.26
2025-11-26,U002,0.0,825.71,84.42,120.77,180.26,34.58,0.0,254.44,0.0,0.0,0.0,151.24,254.44,119.0,331.5,120.77,0.0,0.0,0.0,331.5,-177396.97
2025-11-27,U002,0.0,1502.42,57.24,0.0,210.55,54.62,183.42,885.71,0.0,0.0,0.0,110.88,942.95,348.92,210.55,0.0,0.0,942.95,0.0,210.55,-178899.39
2025-11-28,U002,0.0,1568.66,100.85,95.07,529.86,30.32,187.29,607.18,0.0,0.0,0.0,18.09,205.38,1137.04,0.0,226.24,0.0,187.29,0.0,0.0,-180468.05
2025-11-29,U002,0.0,1156.98,31.0,146.65,237.81,53.76,192.66,383.49,0.0,0.0,0.0,111.61,111.61,576.15,231.41,237.81,0.0,0.0,0.0,231.41,-181625.03
2025-11-30,U002,0.0,1114.78,0.0,0.0,306.94,14.91,105.49,536.96,0.0,0.0,0.0,150.48,1099.87,0.0,0.0,14.91,0.0,0.0,0.0,0.0,-182739.81
2025-12-01,U002,60000.0,1112.36,63.76,0.0,326.71,58.2,33.85,484.38,0.0,0.0,0.0,145.46,203.66,63.76,811.09,33.85,0.0,0.0,0.0,811.09,-123852.17
2025-12-02,U002,0.0,631.13,79.67,111.42,273.8,28.12,89.76,0.0,0.0,0.0,0.0,48.36,191.09,89.76,0.0,350.28,0.0,0.0,0.0,0.0,-124483.3
2025-12-03,U002,0.0,85811.49,36.06,88.1,441.77,0.0,72.26,87.5,85000.0,0.0,0.0,85.8,36.06,87.5,85072.26,615.67,0.0,0.0,0.0,85072.26,-210294.79
2025-12-04,U002,0.0,1575.11,57.16,0.0,197.95,13.68,254.88,902.91,0.0,0.0,0.0,148.53,0.0,57.16,615.04,902.91,0.0,0.0,0.0,615.04,-211869.9
2025-12-05,U002,0.0,234.14,36.0,0.0,32.99,29.96,64.31,10.12,0.0,0.0,0.0,60.76,97.3,96.76,0.0,40.08,0.0,0.0,0.0,0.0,-212104.04
2025-12-06,U002,0.0,870.25,90.49,62.19,254.08,21.36,90.36,242.29,0.0,0.0,0.0,109.48,171.67,111.85,90.36,496.37,0.0,0.0,0.0,90.36,-212974.29
2025-12-07,U002,0.0,1008.7,26.34,291.6,337.87,57.15,231.03,20.15,0.0,0.0,0.0,44.56,336.16,358.02,26.34,288.18,0.0,291.6,0.0,26.34,-213982.99
2025-12-08,U002,0.0,361.12,116.7,0.0,0.0,33.91,130.8,0.0,0.0,0.0,0.0,79.71,210.51,33.91,0.0,116.7,0.0,130.8,0.0,0.0,-214344.11
2025-12-09,U002,0.0,513.31,104.28,62.3,216.1,1.35,34.36,66.23,0.0,0.0,0.0,28.69,62.3,1.35,449.66,0.0,0.0,0.0,0.0,449.66,-214857.42
2025-12-10,U002,0.0,1208.42,74.62,114.78,109.81,75.88,237.14,596.19,0.0,0.0,0.0,0.0,311.76,896.66,0.0,0.0,0.0,0.0,0.0,0.0,-216065.84
2025-12-11,U002,0.0,1148.49,15.21,223.51,213.13,19.48,0.0,564.26,0.0,0.0,0.0,112.9,15.21,0.0,0.0,1133.28,0.0,0.0,0.0,0.0,-217214.33
2025-12-12,U002,0.0,1416.58,52.16,116.23,333.51,58.39,70.77,764.46,0.0,0.0,0.0,21.06,70.77,79.45,168.39,1097.97,0.0,70.77,0.0,168.39,-218630.91
2025-12-13,U002,0.0,536.48,0.0,0.0,110.33,54.32,137.4,102.66,0.0,0.0,0.0,131.77,131.77,267.31,0.0,137.4,0.0,131.77,0.0,0.0,-219167.39
2025-12-14,U002,0.0,614.06,13.65,0.0,158.01,29.83,236.03,19.46,0.0,0.0,0.0,157.08,157.08,285.32,158.01,13.65,0.0,0.0,0.0,158.01,-219781.45
2025-12-15,U002,0.0,1319.82,147.37,112.12,549.01,62.55,182.67,154.91,0.0,0.0,0.0,111.19,293.86,549.01,302.28,174.67,0.0,0.0,0.0,302.28,-221101.27
2025-12-16,U002,0.0,1196.41,122.57,110.64,234.17,31.96,253.04,434.93,0.0,0.0,0.0,9.1,589.46,253.04,243.27,110.64,0.0,0.0,0.0,243.27,-222297.68
2025-12-17,U002,0.0,491.58,110.07,14.62,162.5,43.09,69.88,23.13,0.0,0.0,0.0,68.29,68.29,232.38,0.0,190.91,0.0,0.0,0.0,0.0,-222789.26
2025-12-18,U002,0.0,802.9,63.08,109.53,294.42,22.36,236.06,20.71,0.0,0.0,0.0,56.74,345.59,0.0,56.74,400.57,0.0,0.0,0.0,56.74,-223592.16
2025-12-19,U002,0.0,642.53,85.37,124.99,55.46,66.12,179.48,131.11,0.0,0.0,0.0,0.0,0.0,304.47,206.95,131.11,0.0,0.0,0.0,206.95,-224234.69
2025-12-20,U002,0.0,558.29,7.08,18.15,121.91,74.15,144.75,158.92,0.0,0.0,0.0,33.33,0.0,51.48,280.83,225.98,0.0,0.0,0.0,280.83,-224792.98
2025-12-21,U002,0.0,979.2,0.0,96.36,123.11,0.0,211.2,542.66,0.0,0.0,0.0,5.87,128.98,850.22,0.0,0.0,0.0,123.11,0.0,0.0,-225772.18
2025-12-22,U002,0.0,1169.16,27.98,0.0,210.76,29.66,85.77,800.74,0.0,0.0,0.0,14.25,886.51,210.76,29.66,42.23,0.0,0.0,0.0,29.66,-226941.34
2025-12-23,U002,0.0,1480.43,62.2,103.03,406.57,0.0,58.99,661.71,0.0,0.0,0.0,187.93,246.92,0.0,723.91,509.6,0.0,0.0,661.71,62.2,-228421.77
2025-12-24,U002,0.0,808.48,112.8,148.95,286.95,18.75,97.43,16.14,0.0,0.0,0.0,127.46,454.65,143.6,0.0,210.23,0.0,0.0,0.0,0.0,-229230.25
2025-12-25,U002,0.0,1025.09,6.36,99.79,431.95,27.57,44.42,287.07,0.0,0.0,0.0,127.93,559.88,150.57,287.07,27.57,0.0,431.95,0.0,287.07,-230255.34
2025-12-26,U002,0.0,987.31,16.61,0.0,224.78,44.5,112.49,500.68,0.0,0.0,0.0,88.25,88.25,44.5,224.78,629.78,0.0,0.0,0.0,224.78,-231242.65
2025-12-27,U002,0.0,760.75,74.72,96.98,398.18,53.39,68.78,16.25,0.0,0.0,0.0,52.45,143.5,0.0,504.02,113.23,0.0,0.0,0.0,504.02,-232003.4
2025-12-28,U002,0.0,1280.99,0.0,58.5,523.37,11.6,262.0,307.95,0.0,0.0,0.0,117.57,366.45,785.37,117.57,11.6,0.0,58.5,117.57,0.0,-233284.39
2025-12-29,U002,0.0,635.19,74.59,172.81,195.24,0.0,106.84,85.71,0.0,0.0,0.0,0.0,0.0,160.3,106.84,368.05,0.0,0.0,0.0,106.84,-233919.58
2025-12-30,U002,0.0,488.37,0.0,122.24,144.13,62.7,51.29,29.46,0.0,0.0,0.0,78.55,0.0,80.75,329.07,78.55,0.0,0.0,62.7,266.37,-234407.95
2025-12-31,U002,0.0,674.18,0.0,134.61,147.39,40.15,242.17,56.48,0.0,0.0,0.0,53.38,389.56,0.0,150.01,134.61,0.0,147.39,0.0,150.01,-235082.13
2026-01-01,U002,60000.0,860.67,17.37,358.1,143.5,59.56,187.14,0.0,0.0,0.0,0.0,95.0,95.0,375.47,246.7,143.5,0.0,0.0,0.0,246.7,-175942.8
2026-01-02,U002,0.0,1318.41,85.9,144.68,351.42,75.19,121.37,499.17,0.0,0.0,0.0,40.68,499.17,599.37,144.68,75.19,0.0,0.0,0.0,144.68,-177261.21
2026-01-03,U002,0.0,85487.04,10.47,46.12,275.81,22.35,121.03,7.88,85000.0,0.0,0.0,3.38,7.88,279.19,32.82,85167.15,0.0,7.88,0.0,32.82,-262748.25
2026-01-04,U002,0.0,1282.16,26.81,240.21,174.25,35.08,152.18,537.31,0.0,0.0,0.0,116.32,0.0,116.32,599.2,566.64,0.0,0.0,0.0,599.2,-264030.41
2026-01-05,U002,0.0,1526.36,111.18,240.19,325.61,44.61,145.53,596.76,0.0,0.0,0.0,62.48,44.61,0.0,1130.38,351.37,0.0,0.0,0.0,1130.38,-265556.77
2026-01-06,U002,0.0,1057.72,50.8,187.95,333.25,80.31,70.1,220.4,0.0,0.0,0.0,114.91,195.22,333.25,459.15,70.1,0.0,114.91,50.8,408.35,-266614.49
2026-01-07,U002,0.0,505.06,0.0,0.0,215.37,0.0,139.69,70.42,0.0,0.0,0.0,79.58,0.0,79.58,210.11,215.37,0.0,0.0,70.42,139.69,-267119.55
2026-01-08,U002,0.0,2171.2,0.0,142.42,454.16,41.17,136.91,1337.24,0.0,0.0,0.0,59.3,338.63,1791.4,0.0,41.17,0.0,0.0,0.0,0.0,-269290.75
2026-01-09,U002,0.0,1328.09,93.05,19.08,177.48,15.46,131.24,891.78,0.0,0.0,0.0,0.0,15.46,270.53,131.24,910.86,0.0,0.0,0.0,131.24,-270618.84
2026-01-10,U002,0.0,1799.73,0.0,259.07,447.41,11.35,93.96,943.16,0.0,0.0,0.0,44.78,303.85,0.0,105.31,1390.57,0.0,0.0,0.0,105.31,-272418.57
2026-01-11,U002,0.0,1229.07,0.0,53.53,212.9,18.32,155.27,789.05,0.0,0.0,0.0,0.0,212.9,71.85,0.0,944.32,0.0,212.9,0.0,0.0,-273647.64
2026-01-12,U002,0.0,1286.84,62.52,161.63,71.93,25.36,134.61,830.79,0.0,0.0,0.0,0.0,134.61,0.0,1152.23,0.0,0.0,0.0,0.0,1152.23,-274934.48
2026-01-13,U002,0.0,879.23,65.79,220.72,0.0,47.42,95.93,417.93,0.0,0.0,0.0,31.44,704.44,78.86,95.93,0.0,0.0,417.93,0.0,95.93,-275813.71
2026-01-14,U002,0.0,1641.15,53.11,0.0,274.75,0.0,67.17,1246.12,0.0,0.0,0.0,0.0,0.0,274.75,1299.23,67.17,0.0,0.0,1246.12,53.11,-277454.86
2026-01-15,U002,0.0,1589.18,144.39,119.75,379.36,0.0,155.98,699.29,0.0,0.0,0.0,90.41,379.36,90.41,855.27,264.14,0.0,0.0,0.0,855.27,-279044.04
2026-01-16,U002,0.0,2256.81,125.58,344.97,564.96,22.74,45.32,1085.72,0.0,0.0,0.0,67.52,390.29,1650.68,67.52,148.32,0.0,45.32,0.0,67.52,-281300.85
2026-01-17,U002,0.0,2164.64,126.78,235.82,256.48,8.87,238.14,1201.71,0.0,0.0,0.0,96.84,256.48,238.14,459.44,1210.58,0.0,0.0,235.82,223.62,-283465.49
2026-01-18,U002,0.0,1407.15,162.23,27.24,584.85,34.74,55.3,414.69,0.0,0.0,0.0,128.1,0.0,252.27,27.24,1127.64,0.0,0.0,27.24,0.0,-284872.64
2026-01-19,U002,0.0,1004.16,23.41,151.56,480.74,19.0,24.66,247.87,0.0,0.0,0.0,56.92,99.33,247.87,505.4,151.56,0.0,56.92,0.0,505.4,-285876.8
2026-01-20,U002,0.0,855.6,152.25,107.02,344.16,31.27,66.79,154.11,0.0,0.0,0.0,0.0,31.27,0.0,259.27,565.06,0.0,0.0,0.0,259.27,-286732.4
2026-01-21,U002,0.0,1471.92,3.91,370.2,171.97,42.91,267.63,557.17,0.0,0.0,0.0,58.13,561.08,428.33,214.88,267.63,0.0,0.0,0.0,214.88,-288204.32
2026-01-22,U002,0.0,848.62,0.0,333.45,436.95,5.35,0.0,0.0,0.0,0.0,0.0,72.87,333.45,0.0,442.3,72.87,0.0,0.0,0.0,442.3,-289052.94
2026-01-23,U002,0.0,918.16,110.48,45.21,111.3,53.58,135.15,455.23,0.0,0.0,0.0,7.21,508.81,266.99,0.0,142.36,0.0,0.0,0.0,0.0,-289971.1
2026-01-24,U002,0.0,1523.89,28.11,0.0,374.17,64.07,128.06,844.39,0.0,0.0,0.0,85.09,305.33,374.17,844.39,0.0,0.0,28.11,0.0,844.39,-291494.99
2026-01-25,U002,0.0,644.87,144.54,31.33,148.76,54.87,53.36,199.94,0.0,0.0,0.0,12.07,230.74,0.0,212.01,202.12,0.0,230.74,0.0,212.01,-292139.86
2026-01-26,U002,0.0,1281.32,96.92,226.46,425.6,8.47,64.56,444.14,0.0,0.0,0.0,15.17,434.07,0.0,338.55,508.7,0.0,0.0,0.0,338.55,-293421.18
2026-01-27,U002,0.0,1243.0,22.52,113.38,339.4,26.02,71.55,600.8,0.0,0.0,0.0,69.33,600.8,69.33,120.09,452.78,0.0,0.0,22.52,97.57,-294664.18
2026-01-28,U002,0.0,512.88,63.87,0.0,89.39,68.98,164.82,0.0,0.0,0.0,0.0,125.82,359.62,0.0,63.87,89.39,0.0,125.82,63.87,0.0,-295177.06
2026-01-29,U002,0.0,772.31,88.15,0.0,33.19,29.31,148.96,313.59,0.0,0.0,0.0,159.11,33.19,0.0,148.96,590.16,0.0,0.0,0.0,148.96,-295949.37
2026-01-30,U002,0.0,1064.34,0.0,12.37,328.77,80.79,189.94,297.1,0.0,0.0,0.0,155.37,309.47,80.79,155.37,518.71,0.0,0.0,0.0,155.37,-297013.71
2026-01-31,U002,0.0,903.41,35.61,50.03,457.82,21.41,0.0,246.83,0.0,0.0,0.0,91.71,0.0,113.12,296.86,493.43,0.0,0.0,246.83,50.03,-297917.12
2026-02-01,U002,60000.0,1078.68,32.94,356.49,381.43,69.71,155.66,0.0,0.0,0.0,0.0,82.45,238.11,414.37,69.71,356.49,0.0,0.0,0.0,69.71,-238995.8
2026-02-02,U002,0.0,759.54,38.02,75.45,305.17,50.78,153.23,0.0,0.0,0.0,0.0,136.89,442.06,88.8,153.23,75.45,0.0,0.0,0.0,153.23,-239755.34
2026-02-03,U002,0.0,85603.15,0.0,0.0,257.15,0.0,154.41,99.04,85000.0,0.0,0.0,92.55,356.19,0.0,92.55,85154.41,0.0,99.04,0.0,92.55,-325358.49
2026-02-04,U002,0.0,1300.82,55.07,163.63,438.81,54.49,170.56,418.26,0.0,0.0,0.0,0.0,418.26,438.81,388.68,55.07,0.0,0.0,0.0,388.68,-326659.31
2026-02-05,U002,0.0,924.11,51.55,0.0,266.66,8.65,213.03,263.21,0.0,0.0,0.0,121.01,314.76,8.65,0.0,600.7,0.0,0.0,0.0,0.0,-327583.42
2026-02-06,U002,0.0,709.63,61.18,0.0,344.1,56.71,54.96,106.59,0.0,0.0,0.0,86.09,0.0,116.14,536.78,56.71,0.0,0.0,0.0,536.78,-328293.05
2026-02-07,U002,0.0,1075.55,58.34,318.23,0.0,25.37,263.74,409.87,0.0,0.0,0.0,0.0,25.37,263.74,786.44,0.0,0.0,0.0,58.34,728.1,-329368.6
2026-02-08,U002,0.0,1105.49,6.7,199.75,127.7,27.96,188.67,518.91,0.0,0.0,0.0,35.8,0.0,188.67,397.91,518.91,0.0,0.0,0.0,397.91,-330474.09
2026-02-09,U002,0.0,905.89,102.8,17.27,431.75,9.02,110.14,177.46,0.0,0.0,0.0,57.45,498.22,304.87,102.8,0.0,0.0,440.77,0.0,102.8,-331379.98
2026-02-10,U002,0.0,1054.79,29.09,38.04,326.02,56.36,190.96,352.78,0.0,0.0,0.0,61.54,38.04,414.32,573.34,29.09,0.0,0.0,0.0,573.34,-332434.77
2026-02-11,U002,0.0,749.77,83.37,101.73,287.44,35.58,121.54,0.0,0.0,0.0,0.0,120.11,83.37,287.44,157.12,221.84,0.0,0.0,121.54,35.58,-333184.54
2026-02-12,U002,0.0,740.98,87.15,0.0,250.02,0.0,91.32,250.02,0.0,0.0,0.0,62.47,149.62,250.02,250.02,91.32,0.0,87.15,0.0,250.02,-333925.52
2026-02-13,U002,0.0,678.29,13.52,30.99,327.05,20.16,125.97,143.24,0.0,0.0,0.0,17.36,125.97,30.99,17.36,503.97,0.0,0.0,0.0,17.36,-334603.81
2026-02-14,U002,0.0,1272.39,98.04,0.0,352.54,17.95,47.77,741.98,0.0,0.0,0.0,14.11,450.58,0.0,803.86,17.95,0.0,0.0,0.0,803.86,-335876.2
2026-02-15,U002,0.0,1296.97,91.26,137.83,286.37,49.71,0.76,589.64,0.0,0.0,0.0,141.4,0.0,286.37,137.83,872.77,0.0,0.0,0.0,137.83,-337173.17
2026-02-16,U002,0.0,1375.25,7.92,155.98,317.84,53.46,244.61,575.3,0.0,0.0,0.0,20.14,20.14,575.3,481.74,298.07,0.0,0.0,0.0,481.74,-338548.42
2026-02-17,U002,0.0,828.57,63.26,27.65,325.62,54.3,9.32,269.54,0.0,0.0,0.0,78.88,357.74,90.91,379.92,0.0,0.0,269.54,0.0,379.92,-339376.99
2026-02-18,U002,0.0,1374.07,73.66,104.1,370.88,39.08,137.97,645.86,0.0,0.0,0.0,2.52,137.97,1019.26,0.0,216.84,0.0,0.0,0.0,0.0,-340751.06
2026-02-19,U002,0.0,1039.11,0.0,0.0,350.65,49.9,222.7,311.72,0.0,0.0,0.0,104.14,49.9,222.7,662.37,104.14,0.0,0.0,0.0,662.37,-341790.17
2026-02-20,U002,0.0,709.23,45.18,0.0,164.47,53.1,129.14,258.29,0.0,0.0,0.0,59.05,0.0,217.57,446.48,45.18,0.0,0.0,0.0,446.48,-342499.4
2026-02-21,U002,0.0,810.56,96.11,64.43,162.33,28.83,94.11,243.33,0.0,0.0,0.0,121.42,0.0,320.87,272.16,217.53,0.0,0.0,0.0,272.16,-343309.96
2026-02-22,U002,0.0,1393.86,93.27,90.72,480.68,65.65,162.76,381.71,0.0,0.0,0.0,119.07,546.33,209.79,381.71,256.03,0.0,65.65,0.0,381.71,-344703.82
2025-08-22,U003,0.0,2250.24,344.08,109.52,553.53,285.23,447.09,130.98,0.0,0.0,0.0,379.81,510.79,109.52,1182.84,447.09,0.0,0.0,1182.84,0.0,-2250.24
2025-08-23,U003,99876.19,2968.22,337.51,0.0,622.24,413.61,381.92,272.6,0.0,0.0,0.0,940.34,751.12,1594.86,0.0,622.24,0.0,0.0,0.0,0.0,94657.73
2025-08-24,U003,0.0,1485.1,116.78,0.0,267.56,225.74,0.0,188.55,0.0,0.0,0.0,686.47,267.56,116.78,0.0,1100.76,0.0,0.0,0.0,0.0,93172.63
2025-08-25,U003,0.0,2652.69,457.74,406.49,580.48,232.69,220.49,15.29,0.0,0.0,0.0,739.51,0.0,816.26,457.74,1378.69,0.0,0.0,457.74,0.0,90519.94
2025-08-26,U003,0.0,3803.31,478.94,816.17,338.95,86.35,499.25,181.21,0.0,0.0,0.0,1402.44,0.0,520.16,3196.8,86.35,0.0,0.0,1794.36,1402.44,86716.63
2025-08-27,U003,0.0,2907.0,695.81,0.0,310.4,8.93,940.89,102.05,0.0,0.0,0.0,848.92,1159.32,0.0,1636.7,110.98,0.0,0.0,695.81,940.89,83809.63
2025-08-28,U003,0.0,22615.57,205.99,284.85,864.4,339.15,27.61,103.34,0.0,0.0,0.0,20790.23,545.14,0.0,415.8,21654.63,0.0,205.99,415.8,0.0,61194.06
2025-08-29,U003,55055.12,38785.01,905.4,0.0,531.89,458.72,0.0,130.66,0.0,0.0,0.0,36758.34,0.0,458.72,1122.06,37204.23,0.0,0.0,662.55,459.51,77464.17
2025-08-30,U003,0.0,24074.82,427.79,270.3,676.04,257.59,295.35,119.75,0.0,0.0,0.0,22028.0,22028.0,565.65,805.13,676.04,0.0,0.0,547.54,257.59,53389.35
2025-08-31,U003,38806.59,38139.27,490.26,601.63,80.85,342.57,627.33,129.86,0.0,0.0,0.0,35866.77,1228.96,129.86,36209.34,571.11,0.0,0.0,342.57,35866.77,54056.67
2025-09-01,U003,0.0,62533.36,581.26,277.4,399.02,476.09,83.99,180.37,45000.0,0.0,0.0,15535.23,663.38,45000.0,753.49,16116.49,0.0,83.99,476.09,277.4,-8476.69
2025-09-02,U003,0.0,23037.66,534.31,339.41,470.59,463.21,222.02,154.47,0.0,0.0,0.0,20853.65,20853.65,470.59,839.7,873.72,0.0,0.0,839.7,0.0,-31514.35
2025-09-03,U003,159431.42,21129.38,734.1,183.53,477.91,466.15,346.37,88.46,0.0,0.0,0.0,18832.86,463.67,19387.47,1094.71,183.53,0.0,0.0,748.34,346.37,106787.69
2025-09-04,U003,0.0,45373.65,360.88,172.4,160.01,415.77,6.97,184.28,0.0,0.0,0.0,44073.34,415.77,44594.23,363.65,0.0,0.0,415.77,363.65,0.0,61414.04
2025-09-05,U003,0.0,30860.94,667.7,173.11,0.0,351.77,501.53,244.37,0.0,0.0,0.0,28922.46,1097.67,28922.46,0.0,840.81,0.0,0.0,0.0,0.0,30553.1
2025-09-06,U003,0.0,2610.8,725.57,824.88,453.07,393.3,183.14,10.84,0.0,0.0,0.0,20.0,424.14,2186.66,0.0,0.0,0.0,0.0,0.0,0.0,27942.3
2025-09-07,U003,0.0,182999.41,502.03,1.11,361.55,324.18,242.82,127.72,0.0,0.0,0.0,181440.0,0.0,361.55,181567.72,1070.14,0.0,0.0,181440.0,127.72,-155057.11
2025-09-08,U003,0.0,3737.58,490.49,921.99,709.15,266.72,0.0,61.78,0.0,0.0,0.0,1287.45,266.72,1777.94,0.0,1692.92,0.0,0.0,0.0,0.0,-158794.69
2025-09-09,U003,0.0,3337.14,510.21,0.0,686.88,497.6,458.17,37.43,0.0,0.0,0.0,1146.85,1182.48,510.21,0.0,1644.45,0.0,724.31,0.0,0.0,-162131.83
2025-09-10,U003,88943.67,62462.27,172.75,337.67,433.65,586.07,0.0,180.03,0.0,60000.0,0.0,752.1,60924.85,0.0,951.35,586.07,0.0,752.1,951.35,0.0,-135650.43
2025-09-11,U003,0.0,3455.58,623.55,997.6,346.37,449.2,38.86,0.0,0.0,0.0,0.0,1000.0,969.92,0.0,449.2,2036.46,0.0,0.0,449.2,0.0,-139106.01
2025-09-12,U003,0.0,2263.96,542.37,138.22,705.55,357.82,0.0,0.0,0.0,0.0,0.0,520.0,705.55,520.0,680.59,357.82,0.0,705.55,0.0,680.59,-141369.97
2025-09-13,U003,0.0,3197.03,464.81,380.75,0.0,197.59,292.64,119.23,0.0,0.0,0.0,1742.01,119.23,2122.76,490.23,464.81,0.0,119.23,292.64,197.59,-144567.0
2025-09-14,U003,0.0,3251.51,326.26,219.56,498.53,328.16,454.18,4.82,0.0,0.0,0.0,1420.0,718.09,782.34,331.08,1420.0,0.0,0.0,331.08,0.0,-147818.51
2025-09-15,U003,0.0,3445.83,777.92,315.23,295.03,0.0,670.68,7.51,0.0,0.0,0.0,1379.46,295.03,670.68,2472.61,7.51,0.0,0.0,2472.61,0.0,-151264.34
2025-09-16,U003,47892.01,1760.85,124.75,107.86,451.98,467.09,396.2,212.97,0.0,0.0,0.0,0.0,0.0,717.03,919.07,124.75,0.0,0.0,919.07,0.0,-105133.18
2025-09-17,U003,83312.67,2598.74,105.44,716.67,670.59,640.88,317.14,28.02,0.0,0.0,0.0,120.0,790.59,1033.81,668.9,105.44,0.0,0.0,668.9,0.0,-24419.25
2025-09-18,U003,53078.86,1461.74,0.0,305.86,343.92,337.5,257.88,136.58,0.0,0.0,0.0,80.0,337.5,0.0,216.58,907.66,0.0,337.5,216.58,0.0,27197.87
2025-09-19,U003,0.0,2295.19,274.49,776.28,583.05,250.08,0.0,22.3,0.0,0.0,0.0,388.99,388.99,1323.15,583.05,0.0,0.0,0.0,583.05,0.0,24902.68
2025-09-20,U003,0.0,63042.56,282.58,0.0,486.11,562.62,228.85,210.5,0.0,60000.0,0.0,1271.9,696.61,228.85,60845.2,1271.9,0.0,0.0,60562.62,282.58,-38139.88
2025-09-21,U003,0.0,2279.39,639.29,214.81,44.92,515.13,0.0,192.15,0.0,0.0,0.0,673.09,515.13,639.29,0.0,1124.97,0.0,515.13,0.0,0.0,-40419.27
2025-09-22,U003,0.0,2552.26,131.97,83.89,552.61,290.71,650.02,143.06,0.0,0.0,0.0,700.0,552.61,700.0,0.0,1299.65,0.0,0.0,0.0,0.0,-42971.53
2025-09-23,U003,0.0,1682.5,674.83,0.0,243.06,286.88,142.72,41.02,0.0,0.0,0.0,293.99,243.06,1255.7,0.0,183.74,0.0,243.06,0.0,0.0,-44654.03
2025-09-24,U003,0.0,2406.43,427.73,406.61,548.13,463.42,237.11,91.12,0.0,0.0,0.0,232.31,1011.55,232.31,518.85,643.72,0.0,0.0,427.73,91.12,-47060.46
2025-09-25,U003,0.0,2007.85,184.98,443.49,9.53,265.77,0.0,39.94,0.0,0.0,0.0,1064.14,265.77,1557.1,184.98,0.0,0.0,0.0,184.98,0.0,-49068.31
2025-09-26,U003,0.0,2574.34,446.43,0.0,265.65,489.43,317.31,275.52,0.0,0.0,0.0,780.0,755.08,446.43,0.0,1372.83,0.0,0.0,0.0,0.0,-51642.65
2025-09-27,U003,0.0,2221.66,384.15,903.08,477.82,254.88,34.33,0.0,0.0,0.0,0.0,167.4,384.15,1415.23,0.0,422.28,0.0,384.15,0.0,0.0,-53864.31
2025-09-28,U003,0.0,2199.33,195.8,308.65,547.57,331.59,0.0,208.18,0.0,0.0,0.0,607.54,331.59,1064.4,195.8,607.54,0.0,0.0,195.8,0.0,-56063.64
2025-09-29,U003,0.0,2118.97,103.33,0.0,623.27,159.53,335.99,19.22,0.0,0.0,0.0,877.63,122.55,1373.15,0.0,623.27,0.0,0.0,0.0,0.0,-58182.61
2025-09-30,U003,0.0,1367.67,287.53,0.0,537.64,211.88,2.58,60.52,0.0,0.0,0.0,267.52,211.88,63.1,267.52,825.17,0.0,0.0,267.52,0.0,-59550.28
2025-10-01,U003,0.0,48387.81,454.82,350.37,842.66,145.89,267.68,384.4,45000.0,0.0,0.0,941.99,454.82,384.4,763.94,46784.65,0.0,0.0,618.05,145.89,-107938.09
2025-10-02,U003,50969.71,2470.85,214.99,187.52,724.91,278.12,0.0,73.04,0.0,0.0,0.0,992.27,538.68,992.27,939.9,0.0,0.0,278.12,939.9,0.0,-59439.23
2025-10-03,U003,106909.81,2594.21,0.0,345.26,573.82,397.39,249.35,0.0,0.0,0.0,0.0,1028.39,1771.04,0.0,823.17,0.0,0.0,397.39,823.17,0.0,44876.37
2025-10-04,U003,0.0,3332.64,612.86,793.09,372.92,253.73,352.19,110.0,0.0,0.0,0.0,837.85,352.19,1405.95,837.85,736.65,0.0,0.0,837.85,0.0,41543.73
2025-10-05,U003,91520.69,3827.62,433.89,481.11,77.46,469.34,332.79,192.77,0.0,0.0,0.0,1840.26,481.11,2309.6,270.23,766.68,0.0,0.0,270.23,0.0,129236.8
2025-10-06,U003,62333.5,2958.32,414.66,967.7,634.08,265.22,423.94,232.72,0.0,0.0,0.0,20.0,858.6,265.22,634.08,1200.42,0.0,423.94,634.08,0.0,188611.98
2025-10-07,U003,47947.27,181948.6,80.75,0.0,453.1,508.55,289.47,274.29,0.0,0.0,0.0,180342.44,0.0,181165.76,782.84,0.0,0.0,0.0,782.84,0.0,54610.65
2025-10-08,U003,62298.69,1998.4,184.33,178.01,535.72,345.07,175.2,111.01,0.0,0.0,0.0,469.06,345.07,362.34,1004.78,286.21,0.0,0.0,469.06,535.72,114910.94
2025-10-09,U003,0.0,3101.76,384.11,79.66,299.1,504.2,292.68,390.81,0.0,0.0,0.0,1151.2,292.68,384.11,1529.96,895.01,0.0,292.68,1529.96,0.0,111809.18
2025-10-10,U003,0.0,62287.26,260.35,0.0,503.41,528.22,380.26,194.76,0.0,60000.0,0.0,420.26,528.22,60698.17,640.61,420.26,0.0,0.0,640.61,0.0,49521.92
