txn_id,user_id,txn_datetime,direction,category,merchant,amount_inr,payment_method,payment_rail,payment_subtype,instrument_id,is_upi,is_gpay,is_credit_card,notes
T002320,U002,2026-02-13T21:00:00,debit,ENTERTAINMENT,Netflix,125.97,upi,UPI,bank_upi,PI009,True,False,False,
T002321,U002,2026-02-13T10:10:00,debit,HEALTHCARE,Clinic,143.24,netbanking,NETBANKING,netbanking,PI015,False,False,False,
T002322,U002,2026-02-13T13:05:00,debit,MISC,UPI transfer,17.36,card,CARD,debit_card,PI012,False,False,False,
T002323,U002,2026-02-14T23:30:00,debit,FOOD_DELIVERY,Swiggy,98.04,upi,UPI,bank_upi,PI009,True,False,False,Food order
T002324,U002,2026-02-14T12:20:00,debit,GROCERIES,DMart,352.54,upi,UPI,bank_upi,PI009,True,False,False,
T002325,U002,2026-02-14T08:25:00,debit,TRANSPORT,Metro card,17.95,netbanking,NETBANKING,netbanking,PI015,False,False,False,
T002326,U002,2026-02-14T19:45:00,debit,ENTERTAINMENT,YouTube Premium,47.77,card,CARD,debit_card,PI012,False,False,False,
T002327,U002,2026-02-14T12:00:00,debit,HEALTHCARE,Pharmacy,741.98,card,CARD,debit_card,PI012,False,False,False,
T002328,U002,2026-02-14T12:00:00,debit,MISC,Bar,14.11,card,CARD,debit_card,PI012,False,False,False,
T002329,U002,2026-02-15T19:45:00,debit,FOOD_DELIVERY,Swiggy,91.26,netbanking,NETBANKING,netbanking,PI015,False,False,False,Food order
T002330,U002,2026-02-15T14:35:00,debit,ECOMMERCE,Flipkart,137.83,card,CARD,debit_card,PI012,False,False,False,Online shopping
T002331,U002,2026-02-15T15:40:00,debit,GROCERIES,BigBasket,286.37,wallet,WALLET,paytm_wallet,PI014,False,False,False,
T002332,U002,2026-02-15T08:25:00,debit,TRANSPORT,Auto,49.71,netbanking,NETBANKING,netbanking,PI015,False,False,False,
T002333,U002,2026-02-15T22:15:00,debit,ENTERTAINMENT,YouTube Premium,0.76,netbanking,NETBANKING,netbanking,PI015,False,False,False,
T002334,U002,2026-02-15T14:00:00,debit,HEALTHCARE,Lab test,589.64,netbanking,NETBANKING,netbanking,PI015,False,False,False,
T002335,U002,2026-02-15T16:35:00,debit,MISC,UPI transfer,141.4,netbanking,NETBANKING,netbanking,PI015,False,False,False,
T002336,U002,2026-02-16T21:35:00,debit,FOOD_DELIVERY,Zomato,7.92,card,CARD,debit_card,PI012,False,False,False,Food order
T002337,U002,2026-02-16T16:30:00,debit,ECOMMERCE,Amazon,155.98,card,CARD,debit_card,PI012,False,False,False,Online shopping
T002338,U002,2026-02-16T18:05:00,debit,GROCERIES,Local store,317.84,card,CARD,debit_card,PI012,False,False,False,
T002339,U002,2026-02-16T16:10:00,debit,TRANSPORT,Uber,53.46,netbanking,NETBANKING,netbanking,PI015,False,False,False,
T002340,U002,2026-02-16T20:40:00,debit,ENTERTAINMENT,Netflix,244.61,netbanking,NETBANKING,netbanking,PI015,False,False,False,
T002341,U002,2026-02-16T09:30:00,debit,HEALTHCARE,Clinic,575.3,wallet,WALLET,amazon_pay,PI036,False,False,False,
T002342,U002,2026-02-16T16:00:00,debit,MISC,Cigarettes,20.14,upi,UPI,bhim,PI011,True,False,False,
T002343,U002,2026-02-17T22:10:00,debit,FOOD_DELIVERY,Zomato,63.26,wallet,WALLET,paytm_wallet,PI014,False,False,False,Food order
T002344,U002,2026-02-17T21:25:00,debit,ECOMMERCE,Amazon,27.65,wallet,WALLET,paytm_wallet,PI014,False,False,False,Online shopping
T002345,U002,2026-02-17T13:15:00,debit,GROCERIES,Local store,325.62,card,CARD,debit_card,PI012,False,False,False,
T002346,U002,2026-02-17T10:35:00,debit,TRANSPORT,Uber,54.3,card,CARD,debit_card,PI012,False,False,False,
T002347,U002,2026-02-17T22:40:00,debit,ENTERTAINMENT,YouTube Premium,9.32,upi,UPI,bank_upi,PI009,True,False,False,
T002348,U002,2026-02-17T12:55:00,debit,HEALTHCARE,Lab test,269.54,upi,UPI,gpay,PI010,True,True,False,
T002349,U002,2026-02-17T16:55:00,debit,MISC,Cigarettes,78.88,upi,UPI,bank_upi,PI009,True,False,False,
T002350,U002,2026-02-18T22:30:00,debit,FOOD_DELIVERY,Swiggy,73.66,netbanking,NETBANKING,netbanking,PI015,False,False,False,Food order
T002351,U002,2026-02-18T20:55:00,debit,ECOMMERCE,Flipkart,104.1,netbanking,NETBANKING,netbanking,PI015,False,False,False,Online shopping
T002352,U002,2026-02-18T10:10:00,debit,GROCERIES,BigBasket,370.88,wallet,WALLET,amazon_pay,PI036,False,False,False,
T002353,U002,2026-02-18T21:35:00,debit,TRANSPORT,Ola,39.08,netbanking,NETBANKING,netbanking,PI015,False,False,False,
T002354,U002,2026-02-18T22:25:00,debit,ENTERTAINMENT,Movies,137.97,upi,UPI,bank_upi,PI009,True,False,False,
T002355,U002,2026-02-18T11:20:00,debit,HEALTHCARE,Pharmacy,645.86,wallet,WALLET,paytm_wallet,PI014,False,False,False,
T002356,U002,2026-02-18T12:15:00,debit,MISC,Cigarettes,2.52,wallet,WALLET,paytm_wallet,PI014,False,False,False,
T002357,U002,2026-02-19T14:00:00,debit,GROCERIES,BigBasket,350.65,card,CARD,debit_card,PI012,False,False,False,
T002358,U002,2026-02-19T13:25:00,debit,TRANSPORT,Ola,49.9,upi,UPI,bank_upi,PI009,True,False,False,
T002359,U002,2026-02-19T22:10:00,debit,ENTERTAINMENT,Netflix,222.7,wallet,WALLET,paytm_wallet,PI014,False,False,False,
T002360,U002,2026-02-19T13:20:00,debit,HEALTHCARE,Clinic,311.72,card,CARD,debit_card,PI012,False,False,False,
T002361,U002,2026-02-19T20:30:00,debit,MISC,UPI transfer,104.14,netbanking,NETBANKING,netbanking,PI015,False,False,False,
T002362,U002,2026-02-20T22:55:00,debit,FOOD_DELIVERY,Swiggy,45.18,netbanking,NETBANKING,netbanking,PI015,False,False,False,Food order
T002363,U002,2026-02-20T10:00:00,debit,GROCERIES,DMart,164.47,wallet,WALLET,paytm_wallet,PI014,False,False,False,
T002364,U002,2026-02-20T15:05:00,debit,TRANSPORT,Auto,53.1,wallet,WALLET,paytm_wallet,PI014,False,False,False,
T002365,U002,2026-02-20T22:35:00,debit,ENTERTAINMENT,Movies,129.14,card,CARD,debit_card,PI012,False,False,False,
T002366,U002,2026-02-20T16:00:00,debit,HEALTHCARE,Lab test,258.29,card,CARD,debit_card,PI012,False,False,False,
T002367,U002,2026-02-20T11:30:00,debit,MISC,Bar,59.05,card,CARD,debit_card,PI012,False,False,False,
T002368,U002,2026-02-21T22:20:00,debit,FOOD_DELIVERY,Zomato,96.11,netbanking,NETBANKING,netbanking,PI015,False,False,False,Food order
T002369,U002,2026-02-21T14:25:00,debit,ECOMMERCE,Flipkart,64.43,wallet,WALLET,paytm_wallet,PI014,False,False,False,Online shopping
T002370,U002,2026-02-21T12:15:00,debit,GROCERIES,DMart,162.33,wallet,WALLET,paytm_wallet,PI014,False,False,False,
T002371,U002,2026-02-21T17:50:00,debit,TRANSPORT,Auto,28.83,card,CARD,debit_card,PI012,False,False,False,
T002372,U002,2026-02-21T18:35:00,debit,ENTERTAINMENT,Movies,94.11,wallet,WALLET,paytm_wallet,PI014,False,False,False,
T002373,U002,2026-02-21T14:15:00,debit,HEALTHCARE,Lab test,243.33,card,CARD,debit_card,PI012,False,False,False,
T002374,U002,2026-02-21T14:40:00,debit,MISC,Wallet,121.42,netbanking,NETBANKING,netbanking,PI015,False,False,False,
T002375,U002,2026-02-22T22:25:00,debit,FOOD_DELIVERY,Zomato,93.27,netbanking,NETBANKING,netbanking,PI015,False,False,False,Food order
T002376,U002,2026-02-22T19:30:00,debit,ECOMMERCE,Myntra,90.72,wallet,WALLET,paytm_wallet,PI014,False,False,False,Online shopping
T002377,U002,2026-02-22T12:05:00,debit,GROCERIES,Local store,480.68,upi,UPI,bhim,PI011,True,False,False,
T002378,U002,2026-02-22T18:45:00,debit,TRANSPORT,Ola,65.65,upi,UPI,gpay,PI010,True,True,False,
T002379,U002,2026-02-22T22:05:00,debit,ENTERTAINMENT,Movies,162.76,netbanking,NETBANKING,netbanking,PI015,False,False,False,
T002380,U002,2026-02-22T16:45:00,debit,HEALTHCARE,Pharmacy,381.71,card,CARD,debit_card,PI012,False,False,False,
T002381,U002,2026-02-22T10:15:00,debit,MISC,Cigarettes,119.07,wallet,WALLET,paytm_wallet,PI014,False,False,False,
T002382,U003,2025-08-22T22:20:00,debit,FOOD_DELIVERY,Swiggy,344.08,card,CARD,credit_card,PI021,False,False,True,Food order
T002383,U003,2025-08-22T19:10:00,debit,ECOMMERCE,Amazon,109.52,wallet,WALLET,amazon_pay,PI037,False,False,False,Online shopping
T002384,U003,2025-08-22T09:15:00,debit,GROCERIES,Local store,553.53,card,CARD,credit_card,PI021,False,False,True,
T002385,U003,2025-08-22T21:20:00,debit,TRANSPORT,Ola,285.23,card,CARD,credit_card,PI021,False,False,True,
T002386,U003,2025-08-22T17:10:00,debit,ENTERTAINMENT,Cafe,447.09,netbanking,NETBANKING,netbanking,PI024,False,False,False,
T002387,U003,2025-08-22T15:50:00,debit,HEALTHCARE,Pharmacy,130.98,upi,UPI,bank_upi,PI017,True,False,False,
T002388,U003,2025-08-22T22:00:00,debit,MISC,UPI transfer,379.81,upi,UPI,bank_upi,PI017,True,False,False,
T002389,U003,2025-08-23T11:00:00,credit,INCOME,Client payment,99876.19,bank_transfer,BANK_TRANSFER,imps,PI025,False,False,False,
T002390,U003,2025-08-23T23:05:00,debit,FOOD_DELIVERY,Swiggy,337.51,upi,UPI,phonepe,PI019,True,False,False,Food order
T002391,U003,2025-08-23T09:50:00,debit,GROCERIES,BigBasket,622.24,netbanking,NETBANKING,netbanking,PI024,False,False,False,
T002392,U003,2025-08-23T18:10:00,debit,TRANSPORT,Auto,413.61,upi,UPI,bank_upi,PI017,True,False,False,
T002393,U003,2025-08-23T22:05:00,debit,ENTERTAINMENT,Netflix,381.92,wallet,WALLET,paytm_wallet,PI023,False,False,False,
T002394,U003,2025-08-23T14:35:00,debit,HEALTHCARE,Lab test,272.6,wallet,WALLET,paytm_wallet,PI023,False,False,False,
T002395,U003,2025-08-23T16:05:00,debit,MISC,Bar,940.34,wallet,WALLET,amazon_pay,PI037,False,False,False,
T002396,U003,2025-08-24T21:30:00,debit,FOOD_DELIVERY,Zomato,116.78,wallet,WALLET,paytm_wallet,PI023,False,False,False,Food order
T002397,U003,2025-08-24T16:55:00,debit,GROCERIES,BigBasket,267.56,upi,UPI,phonepe,PI019,True,False,False,
T002398,U003,2025-08-24T14:00:00,debit,TRANSPORT,Ola,225.74,netbanking,NETBANKING,netbanking,PI024,False,False,False,
T002399,U003,2025-08-24T11:20:00,debit,HEALTHCARE,Pharmacy,188.55,netbanking,NETBANKING,netbanking,PI024,False,False,False,
T002400,U003,2025-08-24T10:20:00,debit,MISC,Wallet,686.47,netbanking,NETBANKING,netbanking,PI024,False,False,False,
T002401,U003,2025-08-25T19:05:00,debit,FOOD_DELIVERY,Swiggy,457.74,card,CARD,credit_card,PI021,False,False,True,Food order
T002402,U003,2025-08-25T10:05:00,debit,ECOMMERCE,Flipkart,406.49,netbanking,NETBANKING,netbanking,PI024,False,False,False,Online shopping
T002403,U003,2025-08-25T09:15:00,debit,GROCERIES,BigBasket,580.48,wallet,WALLET,paytm_wallet,PI023,False,False,False,
T002404,U003,2025-08-25T13:35:00,debit,TRANSPORT,Auto,232.69,netbanking,NETBANKING,netbanking,PI024,False,False,False,
T002405,U003,2025-08-25T17:10:00,debit,ENTERTAINMENT,Cafe,220.49,wallet,WALLET,paytm_wallet,PI023,False,False,False,
T002406,U003,2025-08-25T10:55:00,debit,HEALTHCARE,Pharmacy,15.29,wallet,WALLET,paytm_wallet,PI023,False,False,False,
T002407,U003,2025-08-25T14:00:00,debit,MISC,Wallet,739.51,netbanking,NETBANKING,netbanking,PI024,False,False,False,
T002408,U003,2025-08-26T20:10:00,debit,FOOD_DELIVERY,Zomato,478.94,card,CARD,credit_card,PI021,False,False,True,Food order
T002409,U003,2025-08-26T19:20:00,debit,ECOMMERCE,Flipkart,816.17,card,CARD,credit_card,PI021,False,False,True,Online shopping
T002410,U003,2025-08-26T10:55:00,debit,GROCERIES,BigBasket,338.95,wallet,WALLET,paytm_wallet,PI023,False,False,False,
T002411,U003,2025-08-26T11:50:00,debit,TRANSPORT,Auto,86.35,netbanking,NETBANKING,netbanking,PI024,False,False,False,
T002412,U003,2025-08-26T21:40:00,debit,ENTERTAINMENT,Netflix,499.25,card,CARD,credit_card,PI021,False,False,True,
T002413,U003,2025-08-26T13:40:00,debit,HEALTHCARE,Pharmacy,181.21,wallet,WALLET,paytm_wallet,PI023,False,False,False,
T002414,U003,2025-08-26T17:35:00,debit,MISC,Bar,1402.44,card,CARD,debit_card,PI022,False,False,False,
T002415,U003,2025-08-27T22:45:00,debit,FOOD_DELIVERY,Swiggy,695.81,card,CARD,credit_card,PI021,False,False,True,Food order
T002416,U003,2025-08-27T16:55:00,debit,GROCERIES,BigBasket,310.4,upi,UPI,bank_upi,PI017,True,False,False,
T002417,U003,2025-08-27T17:40:00,debit,TRANSPORT,Metro card,8.93,netbanking,NETBANKING,netbanking,PI024,False,False,False,
T002418,U003,2025-08-27T22:25:00,debit,ENTERTAINMENT,YouTube Premium,940.89,card,CARD,debit_card,PI022,False,False,False,
T002419,U003,2025-08-27T11:35:00,debit,HEALTHCARE,Pharmacy,102.05,netbanking,NETBANKING,netbanking,PI024,False,False,False,
T002420,U003,2025-08-27T10:45:00,debit,MISC,Bar,848.92,upi,UPI,phonepe,PI019,True,False,False,
T002421,U003,2025-08-28T21:20:00,debit,FOOD_DELIVERY,Swiggy,205.99,upi,UPI,gpay,PI018,True,True,False,Food order
T002422,U003,2025-08-28T15:05:00,debit,ECOMMERCE,Myntra,284.85,card,CARD,credit_card,PI021,False,False,True,Online shopping
T002423,U003,2025-08-28T11:10:00,debit,GROCERIES,DMart,864.4,netbanking,NETBANKING,netbanking,PI024,False,False,False,
T002424,U003,2025-08-28T19:15:00,debit,TRANSPORT,Uber,339.15,upi,UPI,phonepe,PI019,True,False,False,
T002425,U003,2025-08-28T22:20:00,debit,ENTERTAINMENT,YouTube Premium,27.61,card,CARD,credit_card,PI021,False,False,True,
T002426,U003,2025-08-28T17:30:00,debit,HEALTHCARE,Pharmacy,103.34,card,CARD,credit_card,PI021,False,False,True,
T002427,U003,2025-08-28T22:30:00,debit,MISC,UPI transfer,20790.23,netbanking,NETBANKING,netbanking,PI024,False,False,False,
T002428,U003,2025-08-29T11:00:00,credit,INCOME,Client payment,55055.12,bank_transfer,BANK_TRANSFER,neft,PI026,False,False,False,
T002429,U003,2025-08-29T21:15:00,debit,FOOD_DELIVERY,Zomato,445.89,netbanking,NETBANKING,netbanking,PI024,False,False,False,Food order
T002430,U003,2025-08-29T13:40:00,debit,FOOD_DELIVERY,Swiggy,459.51,card,CARD,debit_card,PI022,False,False,False,Food order
T002431,U003,2025-08-29T14:15:00,debit,GROCERIES,BigBasket,531.89,card,CARD,credit_card,PI021,False,False,True,
T002432,U003,2025-08-29T19:55:00,debit,TRANSPORT,Ola,458.72,wallet,WALLET,paytm_wallet,PI023,False,False,False,
T002433,U003,2025-08-29T15:40:00,debit,HEALTHCARE,Pharmacy,130.66,card,CARD,credit_card,PI021,False,False,True,
T002434,U003,2025-08-29T17:35:00,debit,MISC,Bar,36758.34,netbanking,NETBANKING,netbanking,PI024,False,False,False,
T002435,U003,2025-08-30T21:45:00,debit,FOOD_DELIVERY,Zomato,427.79,card,CARD,credit_card,PI021,False,False,True,Food order
T002436,U003,2025-08-30T16:35:00,debit,ECOMMERCE,Amazon,270.3,wallet,WALLET,paytm_wallet,PI023,False,False,False,Online shopping
T002437,U003,2025-08-30T09:55:00,debit,GROCERIES,DMart,676.04,netbanking,NETBANKING,netbanking,PI024,False,False,False,
T002438,U003,2025-08-30T20:05:00,debit,TRANSPORT,Auto,257.59,card,CARD,debit_card,PI022,False,False,False,
T002439,U003,2025-08-30T19:00:00,debit,ENTERTAINMENT,YouTube Premium,295.35,wallet,WALLET,paytm_wallet,PI023,False,False,False,
T002440,U003,2025-08-30T17:45:00,debit,HEALTHCARE,Lab test,119.75,card,CARD,credit_card,PI021,False,False,True,
T002441,U003,2025-08-30T20:15:00,debit,MISC,UPI transfer,22028.0,upi,UPI,bank_upi,PI017,True,False,False,
T002442,U003,2025-08-31T11:00:00,credit,INCOME,Client payment,38806.59,bank_transfer,BANK_TRANSFER,imps,PI025,False,False,False,
T002443,U003,2025-08-31T21:50:00,debit,FOOD_DELIVERY,Zomato,490.26,netbanking,NETBANKING,netbanking,PI024,False,False,False,Food order
T002444,U003,2025-08-31T19:50:00,debit,ECOMMERCE,Amazon,601.63,upi,UPI,phonepe,PI019,True,False,False,Online shopping
T002445,U003,2025-08-31T17:40:00,debit,GROCERIES,DMart,80.85,netbanking,NETBANKING,netbanking,PI024,False,False,False,
T002446,U003,2025-08-31T15:25:00,debit,TRANSPORT,Ola,342.57,card,CARD,credit_card,PI021,False,False,True,
T002447,U003,2025-08-31T17:30:00,debit,ENTERTAINMENT,Netflix,627.33,upi,UPI,phonepe,PI019,True,False,False,
T002448,U003,2025-08-31T17:05:00,debit,HEALTHCARE,Pharmacy,129.86,wallet,WALLET,amazon_pay,PI037,False,False,False,
T002449,U003,2025-08-31T15:55:00,debit,MISC,Cigarettes,35866.77,card,CARD,debit_card,PI022,False,False,False,
T002450,U003,2025-09-01T22:45:00,debit,FOOD_DELIVERY,Swiggy,581.26,netbanking,NETBANKING,netbanking,PI024,False,False,False,Food order
T002451,U003,2025-09-01T10:00:00,debit,ECOMMERCE,Myntra,277.4,card,CARD,debit_card,PI022,False,False,False,Online shopping
T002452,U003,2025-09-01T18:05:00,debit,GROCERIES,BigBasket,399.02,upi,UPI,bank_upi,PI017,True,False,False,
T002453,U003,2025-09-01T18:50:00,debit,TRANSPORT,Metro card,476.09,card,CARD,credit_card,PI021,False,False,True,
T002454,U003,2025-09-01T21:10:00,debit,ENTERTAINMENT,Cafe,83.99,upi,UPI,gpay,PI018,True,True,False,
T002455,U003,2025-09-01T10:25:00,debit,HEALTHCARE,Lab test,180.37,upi,UPI,phonepe,PI019,True,False,False,
T002456,U003,2025-09-01T11:30:00,debit,RENT_OR_HOME,Rent transfer,45000.0,wallet,WALLET,amazon_pay,PI037,False,False,False,Scheduled payment
T002457,U003,2025-09-01T18:35:00,debit,MISC,Bar,15535.23,netbanking,NETBANKING,netbanking,PI024,False,False,False,
T002458,U003,2025-09-02T23:40:00,debit,FOOD_DELIVERY,Zomato,534.31,netbanking,NETBANKING,netbanking,PI024,False,False,False,Food order
T002459,U003,2025-09-02T15:50:00,debit,ECOMMERCE,Myntra,339.41,netbanking,NETBANKING,netbanking,PI024,False,False,False,Online shopping
T002460,U003,2025-09-02T19:15:00,debit,GROCERIES,Local store,470.59,wallet,WALLET,amazon_pay,PI037,False,False,False,
T002461,U003,2025-09-02T13:50:00,debit,TRANSPORT,Uber,463.21,card,CARD,credit_card,PI021,False,False,True,
T002462,U003,2025-09-02T19:25:00,debit,ENTERTAINMENT,Cafe,222.02,card,CARD,credit_card,PI021,False,False,True,
T002463,U003,2025-09-02T11:10:00,debit,HEALTHCARE,Pharmacy,154.47,card,CARD,credit_card,PI021,False,False,True,
T002464,U003,2025-09-02T22:55:00,debit,MISC,Cigarettes,20853.65,upi,UPI,paytm_upi,PI020,True,False,False,
T002465,U003,2025-09-03T11:00:00,credit,INCOME,Client payment,159431.42,bank_transfer,BANK_TRANSFER,imps,PI025,False,False,False,
T002466,U003,2025-09-03T19:35:00,debit,FOOD_DELIVERY,Swiggy,463.67,upi,UPI,bank_upi,PI017,True,False,False,Food order
T002467,U003,2025-09-03T13:35:00,debit,FOOD_DELIVERY,Zomato,270.43,card,CARD,credit_card,PI021,False,False,True,Food order
T002468,U003,2025-09-03T10:45:00,debit,ECOMMERCE,Amazon,183.53,netbanking,NETBANKING,netbanking,PI024,False,False,False,Online shopping
T002469,U003,2025-09-03T12:00:00,debit,GROCERIES,DMart,477.91,card,CARD,credit_card,PI021,False,False,True,
T002470,U003,2025-09-03T13:00:00,debit,TRANSPORT,Uber,466.15,wallet,WALLET,amazon_pay,PI037,False,False,False,
T002471,U003,2025-09-03T21:20:00,debit,ENTERTAINMENT,YouTube Premium,346.37,card,CARD,debit_card,PI022,False,False,False,
T002472,U003,2025-09-03T17:50:00,debit,HEALTHCARE,Lab test,88.46,wallet,WALLET,paytm_wallet,PI023,False,False,False,
T002473,U003,2025-09-03T21:35:00,debit,MISC,UPI transfer,18832.86,wallet,WALLET,paytm_wallet,PI023,False,False,False,
T002474,U003,2025-09-04T22:15:00,debit,FOOD_DELIVERY,Swiggy,360.88,wallet,WALLET,amazon_pay,PI037,False,False,False,Food order
T002475,U003,2025-09-04T12:15:00,debit,ECOMMERCE,Myntra,172.4,card,CARD,credit_card,PI021,False,False,True,Online shopping
T002476,U003,2025-09-04T10:35:00,debit,GROCERIES,BigBasket,160.01,wallet,WALLET,paytm_wallet,PI023,False,False,False,
T002477,U003,2025-09-04T18:35:00,debit,TRANSPORT,Metro card,415.77,upi,UPI,gpay,PI018,True,True,False,
T002478,U003,2025-09-04T21:50:00,debit,ENTERTAINMENT,Netflix,6.97,card,CARD,credit_card,PI021,False,False,True,
T002479,U003,2025-09-04T11:05:00,debit,HEALTHCARE,Lab test,184.28,card,CARD,credit_card,PI021,False,False,True,
T002480,U003,2025-09-04T13:40:00,debit,MISC,Wallet,44073.34,wallet,WALLET,paytm_wallet,PI023,False,False,False,
T002481,U003,2025-09-05T19:50:00,debit,FOOD_DELIVERY,Zomato,667.7,netbanking,NETBANKING,netbanking,PI024,False,False,False,Food order
T002482,U003,2025-09-05T18:55:00,debit,ECOMMERCE,Amazon,173.11,netbanking,NETBANKING,netbanking,PI024,False,False,False,Online shopping
T002483,U003,2025-09-05T10:40:00,debit,TRANSPORT,Metro card,351.77,upi,UPI,phonepe,PI019,True,False,False,
T002484,U003,2025-09-05T22:20:00,debit,ENTERTAINMENT,Netflix,501.53,upi,UPI,paytm_upi,PI020,True,False,False,
T002485,U003,2025-09-05T17:00:00,debit,HEALTHCARE,Lab test,244.37,upi,UPI,phonepe,PI019,True,False,False,
T002486,U003,2025-09-05T19:40:00,debit,MISC,Wallet,28922.46,wallet,WALLET,amazon_pay,PI037,False,False,False,
T002487,U003,2025-09-06T22:25:00,debit,FOOD_DELIVERY,Zomato,725.57,wallet,WALLET,paytm_wallet,PI023,False,False,False,Food order
T002488,U003,2025-09-06T21:10:00,debit,ECOMMERCE,Myntra,824.88,wallet,WALLET,paytm_wallet,PI023,False,False,False,Online shopping
T002489,U003,2025-09-06T13:35:00,debit,GROCERIES,DMart,453.07,wallet,WALLET,paytm_wallet,PI023,False,False,False,
T002490,U003,2025-09-06T12:15:00,debit,TRANSPORT,Auto,393.3,upi,UPI,bank_upi,PI017,True,False,False,
T002491,U003,2025-09-06T19:55:00,debit,ENTERTAINMENT,Cafe,183.14,wallet,WALLET,amazon_pay,PI037,False,False,False,
T002492,U003,2025-09-06T14:20:00,debit,HEALTHCARE,Pharmacy,10.84,upi,UPI,paytm_upi,PI020,True,False,False,
T002493,U003,2025-09-06T16:35:00,debit,MISC,Wallet,20.0,upi,UPI,bank_upi,PI017,True,False,False,
T002494,U003,2025-09-07T22:20:00,debit,FOOD_DELIVERY,Zomato,502.03,netbanking,NETBANKING,netbanking,PI024,False,False,False,Food order
T002495,U003,2025-09-07T14:25:00,debit,ECOMMERCE,Amazon,1.11,netbanking,NETBANKING,netbanking,PI024,False,False,False,Online shopping
T002496,U003,2025-09-07T10:30:00,debit,GROCERIES,Local store,361.55,wallet,WALLET,paytm_wallet,PI023,False,False,False,
T002497,U003,2025-09-07T15:15:00,debit,TRANSPORT,Ola,324.18,netbanking,NETBANKING,netbanking,PI024,False,False,False,
T002498,U003,2025-09-07T18:25:00,debit,ENTERTAINMENT,Netflix,242.82,netbanking,NETBANKING,netbanking,PI024,False,False,False,
T002499,U003,2025-09-07T17:00:00,debit,HEALTHCARE,Lab test,127.72,card,CARD,debit_card,PI022,False,False,False,
T002500,U003,2025-09-07T15:05:00,debit,MISC,UPI transfer,181440.0,card,CARD,credit_card,PI021,False,False,True,
T002501,U003,2025-09-08T20:35:00,debit,FOOD_DELIVERY,Zomato,490.49,wallet,WALLET,paytm_wallet,PI023,False,False,False,Food order
T002502,U003,2025-09-08T21:20:00,debit,ECOMMERCE,Myntra,921.99,netbanking,NETBANKING,netbanking,PI024,False,False,False,Online shopping
T002503,U003,2025-09-08T17:15:00,debit,GROCERIES,Local store,709.15,netbanking,NETBANKING,netbanking,PI024,False,False,False,
T002504,U003,2025-09-08T18:55:00,debit,TRANSPORT,Auto,266.72,upi,UPI,phonepe,PI019,True,False,False,
T002505,U003,2025-09-08T12:45:00,debit,HEALTHCARE,Clinic,61.78,netbanking,NETBANKING,netbanking,PI024,False,False,False,
T002506,U003,2025-09-08T19:35:00,debit,MISC,Cigarettes,1287.45,wallet,WALLET,paytm_wallet,PI023,False,False,False,
T002507,U003,2025-09-09T21:55:00,debit,FOOD_DELIVERY,Zomato,510.21,wallet,WALLET,paytm_wallet,PI023,False,False,False,Food order
T002508,U003,2025-09-09T12:15:00,debit,GROCERIES,Local store,686.88,upi,UPI,gpay,PI018,True,True,False,
T002509,U003,2025-09-09T19:00:00,debit,TRANSPORT,Ola,497.6,netbanking,NETBANKING,netbanking,PI024,False,False,False,
T002510,U003,2025-09-09T18:00:00,debit,ENTERTAINMENT,YouTube Premium,458.17,upi,UPI,phonepe,PI019,True,False,False,
T002511,U003,2025-09-09T12:40:00,debit,HEALTHCARE,Lab test,37.43,upi,UPI,gpay,PI018,True,True,False,
T002512,U003,2025-09-09T10:25:00,debit,MISC,Wallet,1146.85,netbanking,NETBANKING,netbanking,PI024,False,False,False,
T002513,U003,2025-09-10T11:00:00,credit,INCOME,Client payment,88943.67,bank_transfer,BANK_TRANSFER,neft,PI026,False,False,False,
T002514,U003,2025-09-10T20:55:00,debit,FOOD_DELIVERY,Swiggy,172.75,upi,UPI,phonepe,PI019,True,False,False,Food order
T002515,U003,2025-09-10T10:45:00,debit,ECOMMERCE,Myntra,337.67,card,CARD,credit_card,PI021,False,False,True,Online shopping
T002516,U003,2025-09-10T12:45:00,debit,GROCERIES,Local store,433.65,card,CARD,credit_card,PI021,False,False,True,
T002517,U003,2025-09-10T13:15:00,debit,TRANSPORT,Ola,586.07,netbanking,NETBANKING,netbanking,PI024,False,False,False,
T002518,U003,2025-09-10T12:55:00,debit,HEALTHCARE,Lab test,180.03,card,CARD,credit_card,PI021,False,False,True,
T002519,U003,2025-09-10T10:25:00,debit,LOAN_EMI,Bank EMI,60000.0,upi,UPI,paytm_upi,PI020,True,False,False,Auto-debit/Manual
T002520,U003,2025-09-10T11:35:00,debit,MISC,Bar,752.1,upi,UPI,gpay,PI018,True,True,False,
T002521,U003,2025-09-11T20:00:00,debit,FOOD_DELIVERY,Zomato,623.55,upi,UPI,bank_upi,PI017,True,False,False,Food order
T002522,U003,2025-09-11T18:55:00,debit,ECOMMERCE,Flipkart,997.6,netbanking,NETBANKING,netbanking,PI024,False,False,False,Online shopping
T002523,U003,2025-09-11T17:30:00,debit,GROCERIES,Local store,346.37,upi,UPI,bank_upi,PI017,True,False,False,
T002524,U003,2025-09-11T14:15:00,debit,TRANSPORT,Uber,449.2,card,CARD,credit_card,PI021,False,False,True,
T002525,U003,2025-09-11T21:30:00,debit,ENTERTAINMENT,Cafe,38.86,netbanking,NETBANKING,netbanking,PI024,False,False,False,
